,apartment,great,us,athens,stay,place,location,host,everything,clean,nice,would,recommend,really,good,well,perfect,helpful,also,acropolis,close,walk,time,comfortable,metro,restaurants,flat,amazing,area,city,even,easy,view,walking,highly,definitely,wonderful,located,one,around,need,lovely,get,like,home,airport,beautiful,best,distance,back,made,night,spacious,could,neighborhood,quiet,br,needed,excellent,staying,house,friendly,experience,minutes,thank,station,room,gave,much,day,enjoyed,stayed,away,street,go,fantastic,thanks,right,many,places,loved,within,little,kind,kitchen,central,visit,center,two,super,feel,felt,recommended,balcony,airbnb,see,arrived,local,lot,bed,safe,taxi,provided,space,arrival,small,next,trip,make,first,bars,communication,convenient,near,short,didnt,come,days,met,better,main,equipped,shops,always,people,lots,family,sites,check,sure,way,extremely,plaka,every,find,want,brthe,enough,terrace,late,nearby,appartment,minute,food,help,dimitris,welcoming,welcome,big,neighbourhood,absolutely,meet,exactly,modern,bit,questions,information,quite,pictures,coffee,attractions,things,hosts,bus,recommendations,helped,tips,bakery,views,available,anyone,take,breakfast,etc,centre,use,bathroom,eat,though,left,got,went,overall,quick,min,took,amenities,ralou,cozy,tourist,cafes,square,air,building,sights,living,nights,greek,warm,wifi,morning,able,decorated,full,found,dont,responsive,shower,arranged,person,large,described,plenty,hot,ever,friends,outside,aris,accommodating,greece,bedroom,far,couldnt,public,showed,romanos,transportation,door,easily,perfectly,awesome,museum,shopping,enjoy,couple,cool,friend,restaurant,fotis,transport,looking,major,part,welcomed,return,water,town,walked,supermarket,pleasant,love,heart,problem,know,anything,market,photos,corner,value,new,haris,including,syntagma,across,floor,wine,cant,although,worked,book,everywhere,appreciated,cosy,long,hospitality,early,especially,spent,say,map,going,top,never,price,anna,access,visiting,stop,rooftop,fully,waiting,driver,flight,incredible,ilias,maria,old,thing,happy,still
apartment,0.9999999,0.9924495,0.99287134,0.99389875,0.9907663,0.9884786,0.9897293,0.9917824,0.98864913,0.9927101,0.98902947,0.98470604,0.98369414,0.9855188,0.9910733,0.9882005,0.98362523,0.9881795,0.9944238,0.9656223,0.98815674,0.9667262,0.9935531,0.98912615,0.9693455,0.98240095,0.96767855,0.9292731,0.98265684,0.9808439,0.9844666,0.9858006,0.42322156,0.9731708,0.9791591,0.97375965,0.9732187,0.98272777,0.9819964,0.9822306,0.9876027,0.97941124,0.98729897,0.97775835,0.9607832,0.9799844,0.93656874,0.97958136,0.97235185,0.97913635,0.9718538,0.9818367,0.9726673,0.9811202,0.9344126,0.98610455,-0.08725819,0.9897315,0.99147123,0.9694115,0.95088416,0.97114545,0.99041873,0.95431244,0.9862321,0.9095042,0.9783232,0.9715515,0.98496556,0.97811013,0.9806689,0.97857684,0.9426823,0.9903903,0.98514265,0.96283066,0.9722338,0.9860164,0.9589802,0.89137536,0.8149122,0.95750934,0.85958827,0.9371842,0.9416274,0.9816103,0.985379,0.9446868,0.95918804,0.68177646,0.97152424,0.9631839,0.95596063,0.8223633,0.9172068,0.89462334,0.9520104,0.6194381,0.9506075,0.96382195,0.9472969,0.92078406,0.95007473,0.90430087,0.8810923,0.89356637,0.97743535,0.97470903,0.95485395,0.9597348,0.9461902,0.88005614,0.9548205,0.9005252,0.9241632,0.9729245,0.8747734,0.9621004,0.9782819,0.9516374,0.931839,0.9534525,0.9664128,0.95843804,0.8454236,0.8214489,0.92654294,0.91960406,0.95705175,0.9283609,0.9674901,0.893769,0.9410369,0.93380654,0.94942814,0.95053214,0.14503457,0.9381652,0.13385512,0.8318454,0.87758005,0.9622808,0.89634025,0.8582078,0.96600276,0.14916058,0.7645434,0.92244464,0.8934268,0.21088322,0.52283764,0.9685639,0.966236,0.9787666,0.868486,0.94906104,0.9444351,0.8350891,0.9062062,0.97593737,0.8611795,0.8699467,0.7210088,0.9436417,0.6899394,0.8210547,0.57696795,0.6807104,0.031112105,0.93142045,0.93297195,0.95960546,0.9740325,0.9387292,0.78132164,0.92389566,0.9045495,0.8803803,0.92229354,0.950162,0.90557474,0.7964473,0.92792296,0.93371236,0.795232,0.91029024,0.96142393,-0.28051007,0.8030976,0.73013186,0.74163926,0.9520922,0.81230336,0.9124806,0.7634034,0.7524471,0.87113905,0.41108203,0.84925735,0.9575623,0.803769,0.95945984,0.9037669,0.86290747,0.8632354,0.9303173,0.8928826,0.712082,0.8927132,0.8376988,0.8457415,0.9430219,0.913,0.7608105,0.8036888,0.9174385,0.9562299,0.15941305,0.87210804,0.93468773,0.7113366,0.3390209,0.916037,0.864531,0.8564578,-0.06984413,0.8422346,0.83966494,0.863577,0.8462117,0.7812544,0.2671664,0.9650674,0.72008824,0.7874207,0.9030109,0.7821801,0.4510772,0.99698865,0.9267179,0.84582293,0.8617215,0.74023545,0.5981957,0.8054769,0.9158685,0.8921325,0.79681206,0.57840586,0.79938215,0.6831448,0.9295641,0.81229734,0.68081653,0.8644144,0.6945691,0.67629975,0.75799507,0.5374453,0.9365541,-0.2654861,0.88241553,0.946398,0.8474745,0.7168844,0.69035757,0.89428043,0.8690344,0.83117366,0.8320677,0.88228726,0.83479774,0.8070348,0.6945038,0.65053344,0.7828572,0.6407273,0.68797433,0.81678605,0.75149244,0.78138137,0.43638217,0.92633367,0.8645817,-0.00863938,0.8837333,0.92589474,0.722656,0.037481546,0.76881266,0.8654806,0.8492044,0.564703,0.6060468,0.16487345,0.29538384,0.7494554,0.71955574,0.90498495,0.74426657
great,0.9924495,0.9999999,0.9898834,0.98907197,0.9903147,0.9866954,0.9886814,0.9858742,0.9844915,0.98878115,0.98374546,0.9793463,0.98234254,0.9797315,0.98719436,0.9850606,0.9851645,0.9850593,0.9905901,0.9665844,0.98124814,0.9693289,0.9861914,0.9850156,0.9580827,0.983065,0.9647847,0.9252171,0.9840235,0.97446245,0.9872115,0.98267823,0.42236593,0.976401,0.9802026,0.97396195,0.9676891,0.98078245,0.9786674,0.97793084,0.9839176,0.97769105,0.9768125,0.9723207,0.9554595,0.97556484,0.9331489,0.9728844,0.9702541,0.9775859,0.9662483,0.9775388,0.9734768,0.97580355,0.92594707,0.98476267,-0.10490014,0.9868007,0.987999,0.96902496,0.9406041,0.97135276,0.9877183,0.9460837,0.9786169,0.9126154,0.9681999,0.9700111,0.98216707,0.98016053,0.9712955,0.9782335,0.9414205,0.9859435,0.9827494,0.952572,0.9704358,0.9800204,0.9583603,0.8848969,0.815367,0.9595647,0.86128604,0.9365567,0.9466916,0.9765134,0.9788891,0.94622254,0.9595753,0.6928722,0.96637785,0.9563691,0.951241,0.81410265,0.93194586,0.8896327,0.9430641,0.6228634,0.9471567,0.96538436,0.932549,0.9206768,0.9401399,0.8999302,0.8772807,0.8968322,0.9772564,0.97379375,0.9529067,0.96041214,0.94341063,0.8800566,0.9554331,0.9055543,0.919693,0.9758012,0.87371194,0.95683706,0.9788314,0.96026725,0.9261735,0.9532636,0.96047777,0.95382077,0.8548344,0.8190358,0.9262157,0.9083951,0.9514878,0.9274912,0.95393264,0.8924385,0.9365381,0.9427753,0.9530198,0.9346028,0.16840127,0.94347256,0.13230015,0.8326423,0.8807665,0.96000195,0.8957745,0.8549228,0.9625403,0.18330234,0.77610874,0.92142916,0.89593446,0.23224458,0.53139156,0.96499854,0.9587868,0.9780577,0.86653006,0.95078427,0.93939036,0.83067673,0.9197557,0.9691247,0.85394096,0.87757,0.7098642,0.94137037,0.6826683,0.8230103,0.58529365,0.66114354,0.02560445,0.9279643,0.9319891,0.9572445,0.97295004,0.9493189,0.78952134,0.9182154,0.9021355,0.8795582,0.9163066,0.93907094,0.9017231,0.80668396,0.9314387,0.92860526,0.8009432,0.9141747,0.95769626,-0.2685186,0.79490167,0.7194026,0.72378576,0.949229,0.826743,0.92443395,0.7712308,0.75925624,0.870087,0.40285856,0.827453,0.95653,0.79993546,0.9574667,0.8960875,0.85468745,0.86394644,0.9202197,0.88650006,0.6812212,0.8948381,0.84235555,0.8435474,0.9332838,0.9109095,0.7724173,0.8035178,0.90704995,0.94997936,0.17235342,0.8581594,0.92469376,0.7102317,0.33189017,0.91664416,0.8470484,0.8594138,-0.09868194,0.84203297,0.8363941,0.8537049,0.8556545,0.7833656,0.25000504,0.9723077,0.7263158,0.78156555,0.8933791,0.7978356,0.420629,0.9942909,0.92989445,0.83226335,0.85674465,0.7493966,0.6000204,0.8049084,0.9095907,0.88530767,0.8007127,0.57639784,0.80209017,0.6799544,0.9269626,0.8083334,0.6655323,0.8620192,0.69505894,0.6704926,0.7549747,0.5487909,0.93856907,-0.28542957,0.8710811,0.94599044,0.8485169,0.730618,0.69831675,0.8899921,0.8753403,0.8287524,0.8356414,0.8830514,0.8369569,0.7888137,0.6841539,0.64993834,0.7727703,0.62383074,0.6782774,0.8079798,0.73989093,0.786456,0.46853256,0.9227818,0.85797775,-0.019453138,0.8880748,0.91537046,0.71458054,0.039568778,0.77417076,0.854547,0.8502617,0.5557998,0.61346763,0.16255827,0.30091947,0.7432133,0.72153795,0.91420877,0.7620255
us,0.99287134,0.9898834,1.0000001,0.99014336,0.99091744,0.98469234,0.9885681,0.9852537,0.9885518,0.9892729,0.98753846,0.98203796,0.9795954,0.9815425,0.98614216,0.9875217,0.98210317,0.9841423,0.9914077,0.95654804,0.9840391,0.969244,0.9891706,0.98642147,0.9664381,0.976312,0.9699025,0.9301962,0.9814293,0.97596246,0.9838023,0.98479027,0.41134432,0.9696607,0.97962654,0.9767674,0.9766034,0.9814472,0.975564,0.9755557,0.9838752,0.97152853,0.9829894,0.9746499,0.9646685,0.9793835,0.9400539,0.98099166,0.9674241,0.9830734,0.9711924,0.97945976,0.9726464,0.9802394,0.9328668,0.98267096,-0.121732436,0.98578984,0.9878786,0.9669472,0.9477774,0.96399844,0.9888429,0.956275,0.983614,0.9201432,0.9763292,0.9770768,0.9782525,0.98178685,0.97200125,0.9771095,0.93060195,0.98802763,0.9806331,0.95857966,0.9735981,0.9844186,0.9545346,0.89586973,0.8177004,0.9557998,0.85605025,0.934245,0.93796766,0.9709168,0.98036397,0.94081515,0.95360196,0.6656572,0.9690628,0.966957,0.95492804,0.8281817,0.91325855,0.8839869,0.952281,0.6372113,0.9424791,0.96822447,0.9394049,0.92195296,0.9521142,0.90758646,0.86279273,0.8896103,0.9782133,0.9668473,0.94677734,0.9515277,0.95084155,0.8828642,0.95465803,0.88373786,0.91969836,0.97624934,0.8773204,0.95291376,0.97413254,0.95568156,0.9286727,0.96107376,0.9597105,0.9635338,0.8471352,0.8052341,0.9279884,0.92902976,0.9546853,0.92902744,0.9568794,0.89397883,0.9365535,0.93477577,0.95047957,0.9474055,0.1550813,0.93843156,0.099892594,0.8391318,0.87566507,0.95764697,0.89890504,0.85874593,0.95509523,0.1659124,0.76182604,0.92027295,0.8865175,0.2274547,0.52472246,0.97022706,0.9665986,0.9761086,0.87424153,0.9595357,0.9495483,0.8357222,0.9108839,0.96993756,0.86985505,0.87743104,0.7110099,0.9442786,0.67619056,0.82650256,0.5599732,0.65596247,0.030525431,0.933922,0.9183649,0.96268183,0.9722729,0.937978,0.79536986,0.93465275,0.9072089,0.8695479,0.91233337,0.9485961,0.8976577,0.821491,0.92015797,0.92950195,0.77736056,0.9178475,0.9561932,-0.2898547,0.8013112,0.72509027,0.7348546,0.9591456,0.80753946,0.9136947,0.755649,0.75907695,0.86897147,0.40384474,0.838919,0.9585723,0.81257904,0.9624194,0.8941194,0.86126095,0.87849534,0.9286364,0.8918631,0.70931983,0.901585,0.8448437,0.8394095,0.9422525,0.91281193,0.7669842,0.7957491,0.8960522,0.9504609,0.1618186,0.8701087,0.92995036,0.70656645,0.3315779,0.91258585,0.8576235,0.8546783,-0.069880225,0.84624636,0.829387,0.8613462,0.83683133,0.78503513,0.24860308,0.966357,0.6930625,0.77140194,0.8916923,0.79683024,0.43720776,0.99436915,0.92331326,0.8470262,0.85398364,0.72048604,0.58490807,0.81827056,0.914389,0.9033169,0.80765617,0.58805597,0.8106669,0.6733157,0.9179667,0.81398505,0.64717185,0.85449255,0.68931323,0.66350484,0.7576177,0.532791,0.9405435,-0.27119914,0.87232506,0.9388203,0.8484031,0.72659564,0.69027936,0.8902037,0.8775661,0.83000696,0.8321028,0.88771164,0.83674955,0.8133757,0.6870321,0.6509962,0.7762699,0.63511276,0.6564112,0.7987686,0.7414634,0.78321147,0.39568502,0.9287262,0.8458637,-0.02038676,0.87979627,0.9074185,0.7275177,0.03224214,0.77105635,0.86500835,0.8488391,0.5528959,0.60940665,0.18883564,0.30628255,0.7461825,0.68967414,0.9013151,0.7684873
athens,0.99389875,0.98907197,0.99014336,0.9999999,0.98826534,0.9850213,0.9885566,0.9897769,0.9869357,0.9890918,0.9884433,0.98145694,0.9848027,0.97841966,0.98779964,0.98442656,0.98004556,0.98670185,0.9902122,0.9539776,0.98627836,0.964563,0.9909913,0.9880685,0.9721254,0.9824272,0.9632899,0.9308947,0.98137414,0.9824687,0.979513,0.98492205,0.40626374,0.97174937,0.9812696,0.97577333,0.9736876,0.9834424,0.9809207,0.9783461,0.9811351,0.9783634,0.98592675,0.97248137,0.9594065,0.9828493,0.93768734,0.98026705,0.97022283,0.98104227,0.9731401,0.978154,0.9751692,0.97924674,0.92698866,0.99011034,-0.08984786,0.9857645,0.9888045,0.9676673,0.9479591,0.96614844,0.9881675,0.95480675,0.98599666,0.9104808,0.97693783,0.969321,0.98345137,0.9752091,0.97290397,0.9803796,0.9406146,0.9856041,0.98612255,0.9550224,0.9709278,0.9843097,0.9591389,0.8753455,0.7975324,0.9667531,0.84489894,0.93257034,0.94395995,0.97962725,0.9827359,0.94450593,0.9615788,0.66444826,0.96742696,0.9675525,0.95811445,0.82674617,0.9289977,0.88377017,0.94245607,0.61817497,0.95385396,0.966661,0.9428258,0.91638017,0.95304054,0.91193485,0.8795013,0.90210307,0.9748322,0.96638006,0.9592651,0.9611294,0.94495225,0.87803954,0.9559244,0.89722884,0.91816485,0.9724732,0.87527907,0.96062374,0.98053235,0.9534744,0.9256533,0.95330745,0.96104336,0.95691013,0.8397002,0.80708396,0.9224244,0.9190208,0.959593,0.9370867,0.9589526,0.8900063,0.94377375,0.92974716,0.9489295,0.9532951,0.14030863,0.9421868,0.1408091,0.83456683,0.8875356,0.9565401,0.89390516,0.85963035,0.9607244,0.14572497,0.7626184,0.92199415,0.89241296,0.21802472,0.5233748,0.975504,0.96183366,0.9751772,0.8666796,0.95009816,0.9365434,0.8369732,0.9109941,0.97257084,0.85787916,0.8661541,0.7109639,0.94701,0.6940516,0.795819,0.5543319,0.6772206,0.020066664,0.9308566,0.92738354,0.95673484,0.9767028,0.9506712,0.7770684,0.9173363,0.9025965,0.87105393,0.91624284,0.93499535,0.91041076,0.81627417,0.91832376,0.93182194,0.7856586,0.9224658,0.96117175,-0.2836657,0.80454063,0.73751235,0.7485539,0.9506265,0.8019125,0.91864836,0.77153695,0.7617213,0.86944103,0.4148034,0.8422123,0.9522533,0.8067832,0.95634466,0.90036535,0.86781156,0.8558609,0.9267313,0.8870973,0.709965,0.8880012,0.8451736,0.84818923,0.9403858,0.91312325,0.7688153,0.80200016,0.91297936,0.9623516,0.13959944,0.8635293,0.929948,0.72506225,0.3435036,0.92138654,0.8547753,0.8457814,-0.07567833,0.8239604,0.8295519,0.86171985,0.8512845,0.7858856,0.26021934,0.97167355,0.69802535,0.78140694,0.90316343,0.78537345,0.44203246,0.995111,0.93096054,0.8543428,0.847209,0.7507096,0.5972004,0.8068433,0.9107959,0.89438975,0.79582417,0.5803372,0.815629,0.6877276,0.92890155,0.81492627,0.6844551,0.8609837,0.6901408,0.66018754,0.7586432,0.53507036,0.9354099,-0.2789015,0.87540054,0.94798505,0.8421953,0.72624767,0.6992825,0.88804054,0.8772987,0.8224112,0.83745503,0.8820589,0.8308844,0.8041123,0.6753508,0.6405705,0.781595,0.6476099,0.69678473,0.8181273,0.7495601,0.7828871,0.42639762,0.9240079,0.8628535,-0.017037272,0.87283283,0.9278122,0.7194197,0.009237264,0.774205,0.87309396,0.84009516,0.56426454,0.5902213,0.1609212,0.32523847,0.7402274,0.71976495,0.9089268,0.7274543
stay,0.9907663,0.9903147,0.99091744,0.98826534,1.0000002,0.9869913,0.98631823,0.98938465,0.9871198,0.9872942,0.9850878,0.9802528,0.9807301,0.9823615,0.9862244,0.9853143,0.98294586,0.98428464,0.9872077,0.9613816,0.98105484,0.9638458,0.98964524,0.98309004,0.96201295,0.97766554,0.96175635,0.93016654,0.9751027,0.9759506,0.9811113,0.97947437,0.3982598,0.9728729,0.9822417,0.9712072,0.9747459,0.98137987,0.9798127,0.9756742,0.98662716,0.97698474,0.9815504,0.96888816,0.9517676,0.9771882,0.92855674,0.974373,0.96416456,0.97881573,0.97373223,0.98216844,0.97239655,0.9779686,0.9301722,0.9815648,-0.109486654,0.9855053,0.99067914,0.9713938,0.93892074,0.97161347,0.9866494,0.95169973,0.9800335,0.91454107,0.97613335,0.9683632,0.98049736,0.97225946,0.9692628,0.9797762,0.93621373,0.9864459,0.9807698,0.95857745,0.96707356,0.9822812,0.95226103,0.869712,0.80630696,0.9550662,0.87725496,0.9324509,0.9365506,0.97684884,0.97761846,0.93569416,0.9527322,0.67833686,0.9697741,0.96392304,0.96430093,0.81669265,0.92500865,0.89854246,0.9493669,0.64498645,0.9368971,0.96458304,0.9359061,0.9267567,0.9510142,0.89810795,0.8818015,0.9015538,0.96850747,0.9668244,0.946204,0.9587066,0.94391847,0.8749103,0.95134354,0.8986639,0.9131136,0.9720349,0.88514996,0.9602894,0.9756106,0.96008635,0.929084,0.95532554,0.9539199,0.95982486,0.8387986,0.8183167,0.9291625,0.91539454,0.95855,0.9238531,0.94947994,0.8821101,0.9419641,0.9363642,0.9485212,0.9446901,0.1938943,0.94303966,0.13157311,0.8106135,0.8781644,0.9599355,0.89813036,0.83760154,0.9566948,0.14980389,0.7616862,0.92101204,0.8766922,0.23068343,0.5311829,0.9674743,0.9621712,0.98007303,0.8666962,0.9577136,0.94129497,0.8333735,0.9035463,0.96910965,0.8602848,0.87840855,0.69949937,0.94103825,0.69462043,0.8231795,0.5814883,0.6602529,0.042990394,0.91760755,0.92363226,0.95838445,0.9695542,0.94376516,0.81248707,0.91422665,0.9080163,0.87077177,0.9156705,0.93994653,0.88626784,0.8142933,0.9141897,0.926214,0.7874334,0.91710156,0.9589025,-0.27639762,0.8084118,0.7102964,0.75232255,0.9551779,0.80731386,0.9323102,0.75707674,0.7753525,0.8610488,0.4091857,0.828627,0.9607512,0.79619586,0.9521842,0.88183916,0.86231303,0.86801195,0.92805195,0.8817986,0.70612895,0.8913919,0.8417815,0.8457815,0.94417834,0.9042245,0.7537293,0.7949214,0.9042308,0.95008117,0.16336495,0.8703072,0.93100196,0.71556085,0.34277636,0.9184838,0.85816014,0.85144186,-0.053863496,0.84718287,0.8476012,0.85763884,0.8522301,0.7690135,0.24481672,0.96713126,0.7120379,0.77009624,0.9051119,0.79445994,0.44207808,0.9928898,0.93702334,0.847395,0.852159,0.7409011,0.5988052,0.7992976,0.9207603,0.88585496,0.8012916,0.58844936,0.79542243,0.68419504,0.9277196,0.8012132,0.63492864,0.85650086,0.6909063,0.6560587,0.7515986,0.5493451,0.9342898,-0.2662892,0.87039745,0.94454217,0.83803976,0.71303225,0.7012711,0.89680517,0.8689405,0.8342984,0.8403421,0.87334865,0.82897353,0.7943408,0.7067604,0.6751543,0.7777438,0.6363063,0.67327136,0.8000426,0.75365263,0.7754431,0.42329073,0.91845477,0.86010355,-0.021828756,0.87796336,0.92123777,0.74032676,0.039069798,0.7833805,0.8540392,0.85098165,0.5452218,0.59671164,0.21046264,0.3010066,0.7366686,0.69749415,0.91274905,0.7725784
place,0.9884786,0.9866954,0.98469234,0.9850213,0.9869913,1.0000001,0.9869496,0.9848372,0.98115426,0.9884437,0.9817155,0.98195493,0.9796207,0.98300177,0.98452765,0.98246497,0.97509754,0.986433,0.9838612,0.960488,0.97958773,0.96503186,0.9817881,0.9857221,0.95763695,0.98012924,0.96249807,0.91642237,0.9779215,0.9685176,0.9754367,0.9769276,0.4035368,0.9713222,0.97279066,0.96704304,0.96848804,0.98001224,0.97831416,0.9709659,0.97549915,0.9760881,0.97894585,0.967254,0.9479978,0.96852404,0.9376839,0.9671077,0.9738468,0.975392,0.9655395,0.9725495,0.9653472,0.97697943,0.92277545,0.9800666,-0.09392168,0.9808226,0.98673064,0.96702045,0.9299896,0.9668501,0.9846038,0.94521457,0.9781652,0.9190043,0.97186303,0.9659095,0.98243505,0.97420037,0.9773396,0.9802923,0.9343481,0.9874199,0.9777021,0.9621242,0.96658915,0.9772146,0.95937854,0.8726812,0.80967915,0.9511548,0.8519908,0.9378682,0.9424747,0.9685868,0.9736856,0.9274893,0.953104,0.70142543,0.96285796,0.9645119,0.94855326,0.79602295,0.90499175,0.8883326,0.9344814,0.6254786,0.9400804,0.9635198,0.9365205,0.9169755,0.941334,0.9046414,0.88349223,0.90722233,0.9624302,0.96312726,0.9537135,0.9532255,0.9479139,0.87332654,0.9549405,0.8758167,0.9174738,0.9731693,0.86197704,0.95322967,0.9615104,0.95000327,0.92513573,0.9455242,0.94506615,0.9645165,0.8322342,0.81588244,0.92330384,0.9029247,0.9508544,0.91829336,0.9559818,0.8944407,0.93907607,0.94001824,0.94938016,0.9376289,0.1400396,0.9522666,0.14990678,0.8131119,0.8510497,0.9517765,0.89924705,0.8407569,0.95340055,0.17545831,0.7599543,0.93041396,0.8808061,0.20873086,0.5237248,0.96654636,0.95579886,0.9715992,0.8595695,0.941499,0.9507745,0.8431068,0.90940344,0.9663629,0.8514763,0.8760303,0.70454013,0.9396256,0.6799181,0.82880014,0.57626355,0.6570587,0.03752771,0.9342908,0.91619086,0.9484295,0.97279584,0.9423028,0.7955171,0.9084319,0.89763,0.8730955,0.92831063,0.94335854,0.9038926,0.79713786,0.91636235,0.94755507,0.78705853,0.9175856,0.9495665,-0.2988693,0.78936374,0.7002183,0.7158519,0.9511865,0.7844236,0.9151106,0.72920716,0.7546079,0.8680668,0.4038182,0.83374214,0.952605,0.7944623,0.94724643,0.8886601,0.85030675,0.85058314,0.92673373,0.894637,0.6957433,0.8812139,0.8354715,0.8569875,0.9414859,0.90998083,0.7341835,0.8034755,0.89592,0.9476675,0.15117396,0.8735627,0.9348775,0.70977634,0.36617506,0.91697943,0.85590464,0.8460847,-0.07287319,0.843802,0.8475527,0.85188806,0.85297215,0.7857129,0.274525,0.95988053,0.71222496,0.7611716,0.88901484,0.782609,0.4378168,0.9903382,0.918192,0.8326874,0.84387714,0.73225856,0.57160616,0.8057878,0.91835773,0.88293374,0.806389,0.58654046,0.77938986,0.6761662,0.9238014,0.8033384,0.6701116,0.87111604,0.70547223,0.65407586,0.7702357,0.5365448,0.93752766,-0.312768,0.8750464,0.94523203,0.8250761,0.7231986,0.6913886,0.87945294,0.8603512,0.8319086,0.82806545,0.86930144,0.82551754,0.78863645,0.680253,0.67789775,0.7862879,0.61709535,0.66471124,0.79664016,0.7617492,0.7749377,0.4426975,0.9195378,0.85256064,-0.0076861866,0.85279655,0.91880083,0.73475856,0.07364256,0.7744846,0.856387,0.83550555,0.5420976,0.59178066,0.16120233,0.30938795,0.7330577,0.7096758,0.91752046,0.75567687
location,0.9897293,0.9886814,0.9885681,0.9885566,0.98631823,0.9869496,1.0000002,0.98764473,0.9830345,0.9883105,0.9877025,0.98024255,0.97849584,0.978489,0.98438394,0.98131394,0.97844225,0.9870013,0.9852821,0.9564645,0.98464984,0.9613157,0.9881286,0.9838685,0.96213174,0.97875255,0.9602608,0.92359877,0.98365957,0.9763138,0.97958225,0.978865,0.39411724,0.9683166,0.97786343,0.9739796,0.9612212,0.979141,0.97903997,0.9734381,0.980886,0.97394574,0.9805447,0.9695073,0.9602317,0.97042036,0.9422598,0.972008,0.97018814,0.982171,0.96533084,0.97634965,0.9684813,0.974584,0.92114735,0.9772579,-0.11463962,0.9824815,0.9861971,0.96856266,0.94140804,0.9591511,0.986123,0.9530758,0.97966343,0.91445017,0.97004694,0.9636431,0.9828252,0.97752637,0.9695915,0.9788754,0.9406939,0.9872073,0.9775668,0.95920277,0.9643278,0.9801459,0.9618801,0.89096594,0.80745095,0.9562727,0.85669374,0.9393442,0.9394898,0.9721441,0.97610193,0.93767124,0.9525386,0.6774716,0.9748991,0.96331173,0.94920915,0.81475216,0.90871114,0.8865093,0.93992436,0.6365019,0.94889116,0.9703241,0.93191326,0.92619467,0.9441306,0.9082966,0.8615091,0.8889591,0.9682884,0.9685532,0.954448,0.9463264,0.9435053,0.8734154,0.9595183,0.8861045,0.9217817,0.96776205,0.875253,0.95605236,0.97240335,0.94597375,0.9254658,0.9448352,0.9543827,0.96263206,0.83716697,0.8380625,0.91909635,0.9176345,0.94869417,0.91107273,0.9598837,0.89194447,0.9481702,0.9333469,0.9442435,0.9390468,0.15694019,0.9414199,0.12048265,0.8264021,0.86084783,0.95778555,0.89853394,0.85877436,0.96580595,0.18720244,0.7819597,0.93264395,0.89442873,0.22929312,0.5361044,0.972076,0.9596492,0.9731649,0.87161255,0.94977903,0.9440987,0.84651965,0.9031088,0.9673314,0.85233396,0.8851372,0.72064775,0.94102365,0.6784333,0.80079603,0.5495369,0.64824116,0.022447282,0.9258244,0.9214094,0.96192497,0.9694794,0.94524443,0.78895175,0.92097175,0.9052706,0.875842,0.9148607,0.9371019,0.89678144,0.81758934,0.91917527,0.9356197,0.788322,0.9220186,0.95383555,-0.29120928,0.80313087,0.7078378,0.71380335,0.9502291,0.7911259,0.91822094,0.76479185,0.76602536,0.86230993,0.39563516,0.8369038,0.9476613,0.7831491,0.95421994,0.8838202,0.86390525,0.8615374,0.92464733,0.88393474,0.66618603,0.8868373,0.85361934,0.85202783,0.9376551,0.9097511,0.7622462,0.80974853,0.9122885,0.9456879,0.12969102,0.86296064,0.93678856,0.694793,0.338327,0.9139306,0.8462296,0.8475763,-0.09816746,0.8424047,0.8178971,0.8677036,0.847779,0.7861439,0.26938838,0.9675989,0.6987404,0.7789636,0.9009707,0.777005,0.41298223,0.9913953,0.9109879,0.84112483,0.8572305,0.72822905,0.57713234,0.8069544,0.90361667,0.8928131,0.80662715,0.5939236,0.8007992,0.6966603,0.9198501,0.81695896,0.67331785,0.8618512,0.713909,0.660936,0.7688508,0.54326725,0.9447831,-0.28999034,0.8642676,0.941083,0.83045524,0.7316366,0.6880917,0.88014644,0.87997407,0.8539465,0.8212256,0.8753067,0.8240566,0.80357826,0.6563086,0.6475233,0.7575702,0.6074516,0.6799235,0.80246675,0.7473416,0.77532655,0.42995358,0.9113827,0.84868836,-0.018415434,0.8688557,0.9117961,0.74071085,0.055981174,0.7596171,0.84396195,0.85384625,0.5323227,0.59725744,0.14977118,0.33789885,0.75993794,0.7055009,0.9114006,0.75430053
